,,PE_RATIO,EV_TO_T12M_EBITDA,INVENT_TURN,EBIT_MARGIN,NET_DEBT_TO_EBITDA,NET_FIX_ASSET_TURN,TRAILING_12M_CASH_FLOW_MARGIN,TRAIL_12M_NET_SALES
510 HK Equity,20141231,5.724869818,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.931203317,#N/A N/A,237.432
1093 HK Equity,20141231,104.947479,18.70904178,3.25275954,13.45690466,0.154968738,1.855495957,12.97085878,8084.167864
1898 HK Equity,20141231,27.84008615,13.12872871,8.605728644,5.09946641,6.719459683,0.539794946,4.269065708,77352.897
211 HK Equity,20141231,1.401127185,18.5596124,17.83476764,104.3106771,-2.126592692,0.247875452,131.3460962,46.698
1699 HK Equity,20141231,1.849871944,6.592613219,54.20246439,18.52834181,0.73948543,1.665048252,21.52027578,650.382
708 HK Equity,20141231,647.2921961,3.775590862,1100.517431,2.834354643,-2.3818297,1.400207439,9.230857022,360.549537
1076 HK Equity,20141231,#N/A N/A,#N/A N/A,190.2420382,-5.676055687,#N/A N/A,2285.358121,-5.555488955,462.0654741
91 HK Equity,20141231,#N/A N/A,#N/A N/A,#N/A N/A,-110.5838134,#N/A N/A,2.293148502,-38.53557204,133.827
1055 HK Equity,20141231,78.16461884,9.538514472,#N/A N/A,2.338958924,7.437691402,0.743815857,10.43513021,102567
706 HK Equity,20141231,#N/A N/A,#N/A N/A,#N/A N/A,-529.9686739,#N/A N/A,1.39251959,-1355.122404,8.619
2009 HK Equity,20141231,2.946372278,#N/A N/A,0.800081744,11.25023448,#N/A N/A,1.312095097,-16.67003249,41897.37637
2007 HK Equity,20141231,19.21209299,5.94887779,0.612050068,20.06582828,2.673741891,1.294143571,-10.91312143,74090.956
1190 HK Equity,20141231,0.417645297,6.27754441,5.640010453,28.07389196,-1.988278299,4.222542852,30.01980886,937.964
183 HK Equity,20141231,27.45098002,0.806513339,0.552413097,27.42214101,-3.889023061,1.598799414,97.00270535,560.372
1141 HK Equity,20141231,0.524915992,#N/A N/A,#N/A N/A,76.51815705,-2.385913833,661.5819209,1.748281892,1229.55
397 HK Equity,20141231,2.441860432,#N/A N/A,#N/A N/A,-39.31426882,#N/A N/A,0.160499537,-430.1367029,67.665
2020 HK Equity,20141231,112.6458141,10.0941804,6.615797348,22.58921159,-2.577216624,7.096344201,18.22420708,8036.624
362 HK Equity,20141231,#N/A N/A,#N/A N/A,5.125684233,-191.8239263,#N/A N/A,0.047023389,-20.82739468,163.477
1089 HK Equity,20141231,#N/A N/A,219.6286333,10.80527911,-1.963693715,10.98402441,2.782804889,-6.066825308,1081.686
494 HK Equity,20141231,1.369699667,13.89702248,19.41812388,4.535237809,0.918609824,57.03716476,3.270460619,19268.295
1668 HK Equity,20141231,1.599319434,5.92568501,0.559428948,44.0613822,1.724514309,0.539948185,4.625609652,15443.24
827 HK Equity,20141231,#N/A N/A,39.17723437,23.17689055,2.167381944,34.80480796,0.525034947,-0.891554292,1396.662
2331 HK Equity,20141231,#N/A N/A,#N/A N/A,3.447181629,-9.561424079,#N/A N/A,5.144032625,-2.518397167,6055.28
340 HK Equity,20141231,#N/A N/A,#N/A N/A,0.584094074,-33.00330661,#N/A N/A,1.03871712,-33.69255472,157.563
996 HK Equity,20141231,#N/A N/A,#N/A N/A,#N/A N/A,-125.8944532,#N/A N/A,0.203362411,-3.674855713,1409.688
268 HK Equity,20141231,99.13478046,9.787786265,65.76358187,19.57700435,0.930147458,1.785921372,34.52290879,1607.156
3836 HK Equity,20141231,5.832949697,6.604053015,6.728734933,7.22996378,0.902929414,5.759280705,2.140712819,9677.711
547 HK Equity,20141231,#N/A N/A,#N/A N/A,52.8084743,-21.12344699,#N/A N/A,4.23376282,-16.65226715,773.174
911 HK Equity,20141231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2380 HK Equity,20141231,3.705549646,8.119099034,#N/A N/A,27.3431076,5.395339818,0.328267414,25.64976898,20048.087
348 HK Equity,20141231,25.76271104,#N/A N/A,3.316544651,-5.699042879,#N/A N/A,5.107912331,-17.54888203,302.156
273 HK Equity,20141231,1.657116393,1.299817014,#N/A N/A,#N/A N/A,-0.107959256,825.2549261,#N/A N/A,670.107
1196 HK Equity,20141231,#N/A N/A,#N/A N/A,15.24514613,-14.99687133,#N/A N/A,1.874113814,0.471475561,298.849
1919 HK Equity,20141231,#N/A N/A,19.33686207,26.55615585,1.077413845,10.27772504,0.801067516,-0.046617217,67556.585
1439 HK Equity,20141231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27 HK Equity,20141231,19.01880104,18.44723386,9.045418643,15.6083516,-1.109970553,2.703106884,20.48283835,73626.09
916 HK Equity,20141231,15.41053759,11.26040876,5.704241698,32.61047968,5.549676862,0.230180457,38.10999419,18479.213
3333 HK Equity,20141231,18.96412476,6.466801575,0.434926923,26.27732063,3.682243763,2.130213976,-61.33132593,115056.213
135 HK Equity,20141231,9.642102082,8.250643418,#N/A N/A,25.51853911,0.991935959,0.581120962,27.56703588,37007.40006
1211 HK Equity,20141231,170.8486462,19.97890979,4.83201576,3.416416066,3.837964953,1.300953476,-3.387333405,51467.092
8132 HK Equity,20141231,#N/A N/A,#N/A N/A,5.596270083,-120.7739075,#N/A N/A,5.790194545,-85.93249226,90.544752
371 HK Equity,20141231,26.69940841,27.43746676,69.72651616,29.06301327,7.021011794,20.63776064,-21.64929669,7458.27
245 HK Equity,20141231,#N/A N/A,#N/A N/A,7.758487008,-96.34420608,#N/A N/A,20.18837546,-38.83563283,62.695
2357 HK Equity,20141231,26.28227589,11.53561933,1.262247386,7.823340971,-0.392316164,2.765546284,-1.599057393,23285.218
2333 HK Equity,20141231,1.897250211,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,56506.76007
227 HK Equity,20141231,20.33825708,45.03213484,0.325124666,5.157089909,26.51228145,0.448626187,-60.54481949,458.941
633 HK Equity,20141231,1.115101211,9.584438882,11.2821887,7.357323601,1.336767451,13.44294507,-6.7301194,5853.596
1088 HK Equity,20141231,6.813070462,#N/A N/A,9.795936571,24.23325174,#N/A N/A,0.792196231,28.11470991,274536
6808 HK Equity,20141231,24.79229606,9.826675591,10.4237402,4.440580486,-0.881727159,3.502557095,6.980761943,89718
665 HK Equity,20141231,5.022536018,14.64817469,#N/A N/A,#N/A N/A,6.515881539,16.63972929,#N/A N/A,1993.997
395 HK Equity,20141231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
162 HK Equity,20141231,1.855544314,6.785716728,6.051768933,24.04543751,2.88216447,0.54358413,1.50259076,1429.629433
8192 HK Equity,20141231,#N/A N/A,#N/A N/A,14.37272319,-8.875164762,#N/A N/A,34.49978651,-10.81641367,161.597
871 HK Equity,20141231,0.431388968,7.583370093,#N/A N/A,26.90057525,2.190739457,0.568666444,-4.104987939,919.077
295 HK Equity,20141231,#N/A N/A,#N/A N/A,5.355284553,-189.2261171,#N/A N/A,0.087042985,-115.7464442,7.06579727
1661 HK Equity,20141231,1.110947295,14.55868237,#N/A N/A,45.11851684,-1.985074151,20.94294395,15.48211933,751.37
318 HK Equity,20141231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
576 HK Equity,20141231,12.4446921,#N/A N/A,#N/A N/A,39.87135001,#N/A N/A,#N/A N/A,23.58329236,8614.692
8326 HK Equity,20141231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
717 HK Equity,20141231,2.691387489,6.038367348,#N/A N/A,56.12875361,2.585454263,102.2565734,-118.8842403,546.408
1191 HK Equity,20141231,#N/A N/A,#N/A N/A,0.073709379,-484.7309136,#N/A N/A,0.022992872,-754.1927409,3.995
384 HK Equity,20141231,54.21278773,16.20402701,16.93821089,13.49333161,2.84480543,1.607920493,8.708225274,31134.794
1104 HK Equity,20141231,6.799704484,37.47316375,36.2538821,2.070465015,-24.26128937,351.5714934,7.577545603,774.512
1114 HK Equity,20141231,7.933737438,#N/A N/A,5.59502705,-4.058226468,#N/A N/A,3.237649448,24.95833169,6027.362
1431 HK Equity,20141231,#N/A N/A,4.099844485,5.553782283,42.20382128,-3.550273416,0.733652545,26.85365768,1051.637
270 HK Equity,20141231,23.01891314,7.841501677,43.31993722,65.60690163,-1.631785358,0.592716241,60.91180782,8168.037
1680 HK Equity,20141231,11.36730602,46.44438501,20.92292272,28.59000991,-1.114583792,0.393228061,48.8577569,1837.481
402 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
269 HK Equity,20150630,#N/A N/A,37.03838447,23.36813631,-3.080066827,29.6812484,0.238743003,#N/A N/A,5016.547
3988 HK Equity,20150630,4.768173095,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.576522453,#N/A N/A,752632
2823 HK Equity,20150630,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
939 HK Equity,20150630,6.190563677,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.646688381,#N/A N/A,885892
686 HK Equity,20150630,1.036840533,6.498448705,#N/A N/A,230.5023775,3.124323975,0.09680736,32.88646807,411.981
261 HK Equity,20150630,#N/A N/A,#N/A N/A,0.934024505,-6.963249516,#N/A N/A,1.93814433,-8.510638298,1034
433 HK Equity,20150630,#N/A N/A,#N/A N/A,2.068100739,-51.16848519,#N/A N/A,0.190441188,-55.62789594,454.948
1816 HK Equity,20150630,10.76307977,14.51987225,1.186223042,46.92694405,4.136132979,0.226434847,26.66448426,20784.441
702 HK Equity,20150630,154.6874992,417.8243655,1.081233567,23.31318017,45.74484945,0.07177075,-441.5175333,16.54
8179 HK Equity,20150630,12.15162096,14.18880096,16.35405872,2.721950254,-4.469579678,7.086607932,2.192401339,464.924
1387 HK Equity,20150630,#N/A N/A,#N/A N/A,0.002698854,-262.4663055,#N/A N/A,0.020983177,-185.7705944,555.357
1063 HK Equity,20150630,#N/A N/A,#N/A N/A,11874.77778,-13.4651347,#N/A N/A,3495.231884,-2.347297146,241.171
1288 HK Equity,20150630,5.107508801,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.385074211,#N/A N/A,812535
364 HK Equity,20150630,#N/A N/A,3.361417907,1.438837269,28.95021239,-2.663641129,0.764811241,52.62645103,479.316
6828 HK Equity,20150630,#N/A N/A,#N/A N/A,11.25851626,-33.35378935,#N/A N/A,0.982124482,-15.94821135,200.43
981 HK Equity,20150630,417.6634317,6.628453753,4.695433709,7.204878441,1.029092897,0.700760024,28.70515374,2028.681
931 HK Equity,20150630,18.48239112,46.98661497,#N/A N/A,97.7725186,-1.310705669,4.108305736,37.54502044,357.893
493 HK Equity,20150630,8.709599871,4.759533792,5.365356892,2.255845828,-2.765766532,14.0622117,1.359567817,60359.843
1094 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,-54.04197773,#N/A N/A,28.40698633,-12.02336402,1223.077
582 HK Equity,20150630,#N/A N/A,#N/A N/A,0.178741957,-147.9141852,#N/A N/A,0.316524044,-340.7007048,223.318
745 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.429
8201 HK Equity,20150630,211.764712,198.0335983,2414.087591,5.963655782,-3.676421002,17.32489796,6.445313523,191.007
2348 HK Equity,20150630,5.205934948,9.740036911,2.660587839,32.39729881,-0.864357185,1.149363952,49.48220407,783.803
8079 HK Equity,20150630,0.828361754,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,66.859
8171 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,-32.62115317,#N/A N/A,44.39733019,-3.289706403,56.54
1041 HK Equity,20150630,3.974945775,#N/A N/A,#N/A N/A,-802.4209715,#N/A N/A,0.072414005,95.85196608,6.485
471 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,-269.7482279,#N/A N/A,22.38612416,-242.5199344,0.912492
789 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,77.707
1174 HK Equity,20150630,2.024893014,10.35177247,3.483523189,11.95820799,5.845333459,1.39574009,-1.903265618,10833.17
386 HK Equity,20150630,14.2083626,7.324116261,#N/A N/A,2.055408149,1.584240596,2.948265816,5.216443571,2618604
857 HK Equity,20150630,8.664726257,8.501942273,#N/A N/A,6.065836826,1.52749411,1.245192705,16.51626746,2164351
1803 HK Equity,20150630,20.11949842,14.26338006,#N/A N/A,3.025654758,-6.253167399,110.7619919,10.80539035,907.473
6863 HK Equity,20150630,6.751781962,14.11346859,2.429248762,31.67258163,3.323937115,0.447372537,#N/A N/A,3923.384
998 HK Equity,20150630,4.521952757,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,17.13516768,#N/A N/A,241940
1438 HK Equity,20150630,#N/A N/A,9.465191074,0.448159734,26.8635196,-5.579103324,6.567489606,12.69507585,165.064
689 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,-142.479198,#N/A N/A,0.587152254,-80.94271143,85.689
555 HK Equity,20150630,#N/A N/A,#N/A N/A,2.262161914,-14.49130572,#N/A N/A,5.822961097,-68.89855207,1354.281
8019 HK Equity,20150630,#N/A N/A,#N/A N/A,88.70163934,-29.63240594,#N/A N/A,3.73579622,#N/A N/A,34.685
1619 HK Equity,20150630,#N/A N/A,#N/A N/A,6.335252909,58.80644722,-0.037233337,1.316278113,48.11220958,5033.795
3800 HK Equity,20150630,3.059282514,8.074273707,13.58912608,15.30483734,4.820331359,0.758208462,17.11535461,29577.60109
913 HK Equity,20150630,0.055595891,0.64405794,#N/A N/A,#N/A N/A,-0.018747909,#N/A N/A,#N/A N/A,299.699031
288 HK Equity,20150630,14.32532765,6.146238121,6.478245975,7.723778267,1.682014388,4.861857923,7.076383581,22243
2628 HK Equity,20150630,15.02683987,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,440766
3898 HK Equity,20150630,9.624230832,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9.506437,#N/A N/A,17719.94978
8072 HK Equity,20150630,21.38609787,0.996589512,#N/A N/A,42.23604663,-4.654163253,23.11582646,-66.52127647,85.517
723 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.822
390 HK Equity,20150630,8.945061062,12.03136048,3.948872169,3.166566695,4.475583616,9.634891352,1.667835829,590166
139 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8078 HK Equity,20150630,#N/A N/A,#N/A N/A,1328.29582,-11.3199321,#N/A N/A,40.41173452,#N/A N/A,236.247
1800 HK Equity,20150630,6.44430527,11.59232031,8.272762946,6.453904197,4.751747257,5.345590759,-1.509936018,366042
566 HK Equity,20150630,#N/A N/A,27.07671483,3.588478143,41.47516571,-0.439844776,19.56869954,3.120028073,9623.407
883 HK Equity,20150630,8.003962988,3.002369315,#N/A N/A,29.46284874,0.321693091,0.622524152,40.02381351,274634
1031 HK Equity,20150630,13.3258685,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2479.274
816 HK Equity,20150630,5.776792501,10.0533466,#N/A N/A,35.56236594,6.476658028,0.230789397,33.15229559,13895.445
1918 HK Equity,20150630,33.18939999,13.62831951,0.385714262,11.52598008,4.709775905,81.11330064,57.00412561,25071.959
6881 HK Equity,20150630,7.5362183,10.15292091,#N/A N/A,#N/A N/A,1.165419456,33.60462776,#N/A N/A,12992.322
1051 HK Equity,20150630,2.650436143,1.548416937,6.138311366,19.48464434,-1.591162703,0.450143843,51.94167869,387.577
3328 HK Equity,20150630,5.455519886,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.18555111,#N/A N/A,339581
715 HK Equity,20150630,34.87314251,68.24641685,#N/A N/A,51.08246658,-59.89707116,0.090609184,130.076048,94.414
204 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2322 HK Equity,20150630,24.70588158,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,322.056
1177 HK Equity,20150630,39.70993059,13.57134024,3.820305942,18.82688412,-1.259855337,5.236318381,#N/A N/A,10543.3606
8158 HK Equity,20150630,#N/A N/A,#N/A N/A,0.427016219,-8727.956403,#N/A N/A,0.012831136,-5760.490463,1.835
787 HK Equity,20150630,6.015412894,5.401943703,#N/A N/A,4.878899096,1.34097757,#N/A N/A,4.39640657,3453.525
535 HK Equity,20150630,21.13166047,4.94217577,0.173266725,45.98321382,0.087548032,0.665658869,44.09744287,2168.45
8066 HK Equity,20150630,#N/A N/A,#N/A N/A,34.64360436,-2.14683181,#N/A N/A,8.584151197,0.734471521,461.934044
1060 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,-186.8168142,#N/A N/A,1.411724703,-41.71648333,126.631
728 HK Equity,20150630,14.87438204,4.008678463,#N/A N/A,8.788078694,0.897820839,0.725736377,29.71849048,324394
231 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,-115.6281149,#N/A N/A,0.012909767,11.37221736,33.107
232 HK Equity,20150630,29.94115489,#N/A N/A,0.026244656,-246.6927014,#N/A N/A,1.558526132,-125.7112879,70.856151
460 HK Equity,20150630,6.741219175,18.48964516,8.162309465,80.03380653,-1.160220157,1.31788925,71.16315079,2261.693
651 HK Equity,20150630,#N/A N/A,#N/A N/A,3.899830639,-298.6279558,#N/A N/A,0.130748287,-516.6075515,104.88
585 HK Equity,20150630,4022.988437,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2277 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1371 HK Equity,20150630,16.56120596,8.715344575,7.504251288,43.96179244,-0.490099555,1.59579572,-57.14889024,1034.769
934 HK Equity,20150630,11.64661049,42.85441676,606.9664376,0.847337189,-2.322091978,7.127715491,2.264852733,19223.634
850 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,804.167
914 HK Equity,20150630,22.41602635,#N/A N/A,7.858893001,22.42729474,#N/A N/A,0.974232885,24.0961589,59028.51811
1186 HK Equity,20150630,8.306807213,#N/A N/A,2.452584834,3.382468986,#N/A N/A,13.39631721,-0.787081887,584188.771
721 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-62.41772152,#N/A N/A,-24.655
182 HK Equity,20150630,12.75875493,9.298396595,7.293254516,12.0371959,2.192048563,1.326199894,6.419469698,2820.432323
688 HK Equity,20150630,7.58702074,5.523934797,0.475275865,34.28480855,1.048698091,3.105151758,-6.306843347,124697.31
1339 HK Equity,20150630,9.336494662,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,351496
2389 HK Equity,20150630,#N/A N/A,#N/A N/A,0.176400417,-51.02116222,#N/A N/A,8.46985549,-204.3490861,138.029
1009 HK Equity,20150630,14.2857146,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,366.837
136 HK Equity,20150630,#N/A N/A,#N/A N/A,16.60181452,-64.9776721,#N/A N/A,5.788578864,#N/A N/A,100.099
8125 HK Equity,20150630,3.729729636,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,142.556
459 HK Equity,20150630,45.55010344,#N/A N/A,#N/A N/A,7.500209977,-13.13114584,8.116032661,12.70710162,547.678
2899 HK Equity,20150630,23.3240725,#N/A N/A,5.908018506,5.366142538,#N/A N/A,1.997066012,10.16704663,63016.33393
587 HK Equity,20150630,7.779023601,12.90177064,5.994093929,33.66004845,-3.32887924,2.152453468,47.62315525,1620.678
2318 HK Equity,20150630,14.86383234,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,574901
887 HK Equity,20150630,8.406322144,9.59605501,1.184786323,2.794370988,-1.930628722,51.17307883,3.646783676,5924.947
1359 HK Equity,20150630,4.456239986,11.74414882,#N/A N/A,#N/A N/A,8.28507338,2.106130241,#N/A N/A,58277.799
175 HK Equity,20150630,76.27114217,3.824208398,10.44648488,11.90827292,-1.254054853,3.026232415,9.39605006,21738.358
992 HK Equity,20150630,8.851605169,9.045262421,13.90834639,2.803202024,0.054287789,29.92890917,0.58255869,46295.593
762 HK Equity,20150630,15.11083002,3.551452596,#N/A N/A,6.763228595,1.186967801,0.657911222,31.63783613,282513
691 HK Equity,20150630,21.13270158,8.251734084,6.091768591,11.42568432,4.783675407,0.709522784,9.127711196,15596.44
1788 HK Equity,20150630,9.322508429,18.45632429,#N/A N/A,#N/A N/A,4.422102195,3.393535525,#N/A N/A,1572.807
1220 HK Equity,20150630,#N/A N/A,#N/A N/A,134.1140625,-5.397088535,#N/A N/A,321.7166667,#N/A N/A,96.515
2012 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1117 HK Equity,20150630,6.514388955,10.9620589,4.747872814,20.74209234,4.120165629,1.166053585,26.13293875,5026.706
606 HK Equity,20150630,#N/A N/A,26.74469483,4.777148711,-0.06412571,13.63592018,3.325848906,1.994308503,93238.734
235 HK Equity,20150630,0.759014598,#N/A N/A,43.97385621,-2.31533075,#N/A N/A,27.90300017,3.372722153,420.847
810 HK Equity,20150630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-2.612775804,#N/A N/A,-27.230936
1129 HK Equity,20150630,3.299939427,23.00515018,2.958272816,6.583944106,-4.769195195,2.623545453,8.566962554,507.963
307 HK Equity,20150630,#N/A N/A,#N/A N/A,3.138996095,-74.77640901,#N/A N/A,0.012914466,#N/A N/A,245.314
3900 HK Equity,20150630,8.242699538,9.019104462,0.394500724,17.48641665,4.81437359,3.973854675,-3.316795209,32048.979
607 HK Equity,20150630,#N/A N/A,304.9500052,#N/A N/A,13.53393978,5.759633102,#N/A N/A,57.67705795,714.766
3777 HK Equity,20150630,#N/A N/A,4.017075946,20.38556462,25.20049708,-0.540307085,2.058944431,-4.491587385,2208.885
579 HK Equity,20150630,6.46596802,11.71671158,#N/A N/A,26.9758357,6.553577652,0.32635344,22.89383356,8754.65
2328 HK Equity,20150630,8.329403474,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,224811
902 HK Equity,20150630,3.538126202,#N/A N/A,15.65566885,21.60327583,#N/A N/A,0.690763353,19.38594008,136555.9844
2800 HK Equity,20150630,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
308 HK Equity,20150630,3.913059068,5.687544323,17.18601543,37.08642094,-1.785964289,0.446140934,36.62288258,4475.142
826 HK Equity,20150630,9.938653773,5.595292908,1.845097948,15.02706326,2.62737202,1.616243575,9.064768821,4535.67
603 HK Equity,20150630,5.024521526,#N/A N/A,34.3072427,11.12476001,#N/A N/A,1.394221446,10.03029303,7697.811
653 HK Equity,20150630,1.828733461,12.48809143,6.087919074,7.951139519,0.974535441,6.393767982,9.64070332,2647.784
451 HK Equity,20150630,#N/A N/A,22.07248223,8.564746448,7.986638575,15.76211076,0.339429699,-21.89708861,1496.9515
1567411D HK Equity,20150630,#N/A N/A,5.466261354,0.50430259,44.93700809,1.873637691,0.411726874,-2.974849589,107871
3618 HK Equity,20150630,5.136377838,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.579777894,#N/A N/A,35621.08
1421 HK Equity,20150630,2.591762744,19.8990205,2.183792736,37.28735723,-3.153667533,57.18900344,-12.05934557,14.711528
